State,County Name,Grocery 2009,Convenience 2009,Fast Food Restaurants 2009,Adult Diabetes % 2009,Adult Obsesity % 2009,Median Household Income 2009,Limited Access Population% 2009,Limited Access Population 2009,Population 2009,Grocery 2014,Convenience 2014,Fast Food Restaurants 2014,Adult Diabetes 2014,Adult Obesity 2014,Median Household Income 2014,Limited Access % 2014,Limited Access 2014,Population 2014,FF per capita 2009,FF per capita 2014,% change FF Per Capita,Grocery per capita 2009,Grocery per capita 2014,% change in grocery per capita,% change in Access,% Change in Obesity,% change in income
MS,Alcorn,6,23,26,12.1,32.2,33299,10%,3795,"37,057",7,21,27,14.3,37.9,41383,10%,3767,"37,325",0.000701622,0.000723376,3%,0.000161913,0.000187542,16%,0%,18%,24%
CO,Garfield,8,28,44,5.1,17.5,60456,20%,11041,"56,389",11,27,46,4.7,20,64487,15%,8633,"57,195",0.000780294,0.000804266,3%,0.000141872,0.000192325,36%,-25%,14%,7%
MT,Garfield,8,28,44,5.1,17.5,60456,20%,11041,"56,389",11,27,46,4.7,20,64487,15%,8633,"57,195",0.000780294,0.000804266,3%,0.000141872,0.000192325,36%,-25%,14%,7%
NE,Garfield,8,28,44,5.1,17.5,60456,20%,11041,"56,389",11,27,46,4.7,20,64487,15%,8633,"57,195",0.000780294,0.000804266,3%,0.000141872,0.000192325,36%,-25%,14%,7%
OK,Garfield,8,28,44,5.1,17.5,60456,20%,11041,"56,389",11,27,46,4.7,20,64487,15%,8633,"57,195",0.000780294,0.000804266,3%,0.000141872,0.000192325,36%,-25%,14%,7%
UT,Garfield,8,28,44,5.1,17.5,60456,20%,11041,"56,389",11,27,46,4.7,20,64487,15%,8633,"57,195",0.000780294,0.000804266,3%,0.000141872,0.000192325,36%,-25%,14%,7%
WA,Garfield,8,28,44,5.1,17.5,60456,20%,11041,"56,389",11,27,46,4.7,20,64487,15%,8633,"57,195",0.000780294,0.000804266,3%,0.000141872,0.000192325,36%,-25%,14%,7%
MI,Luce,6,4,2,10,31.7,35813,12%,783,"6,631",4,6,2,12,32.6,41870,12%,795,"6,435",0.000301614,0.0003108,3%,0.000904841,0.000621601,-31%,0%,3%,17%
OK,Craig,3,9,5,12.7,34,36407,17%,2597,"15,029",1,8,5,13.1,27.4,41119,17%,2597,"14,585",0.00033269,0.000342818,3%,0.000199614,6.85636E-05,-66%,0%,-19%,13%
VA,Craig,3,9,5,12.7,34,36407,17%,2597,"15,029",1,8,5,13.1,27.4,41119,17%,2597,"14,585",0.00033269,0.000342818,3%,0.000199614,6.85636E-05,-66%,0%,-19%,13%
PA,Blair,17,47,92,10.6,32.2,41095,18%,23261,"127,089",18,43,94,11.7,33.1,44880,24%,30042,"126,019",0.000723902,0.000745919,3%,0.000133765,0.000142836,7%,33%,3%,9%
NE,Kimball,1,3,2,10,28.4,40455,8%,287,"3,821",1,3,2,10.5,31.4,45769,8%,287,"3,709",0.000523423,0.000539229,3%,0.000261712,0.000269614,3%,0%,11%,13%
SC,Barnwell,4,17,14,13.3,37.1,30898,2%,513,"22,621",5,17,14,17.3,36.8,33280,2%,514,"21,959",0.000618894,0.000637552,3%,0.000176827,0.000227697,29%,0%,-1%,8%
SC,Colleton,13,40,23,13.8,34.1,32446,24%,9243,"38,892",9,37,23,16.5,39,33745,24%,9368,"37,754",0.000591381,0.000609207,3%,0.000334259,0.000238385,-29%,0%,14%,4%
OR,Wallowa,6,4,4,9.5,25.4,38522,27%,1903,"7,008",5,3,4,11.4,24.3,44045,27%,1896,"6,803",0.000570776,0.000587976,3%,0.000856164,0.00073497,-14%,0%,-4%,14%
MO,Bates,4,11,9,10.4,30.1,39265,5%,811,"17,049",4,9,9,11.3,32.1,45887,4%,766,"16,551",0.00052789,0.000543774,3%,0.000234618,0.000241677,3%,-20%,7%,17%
TX,Lynn,1,2,3,10.9,29.3,36145,34%,2004,"5,915",1,2,3,10.4,28.4,38922,34%,2003,"5,743",0.000507185,0.000522375,3%,0.000169062,0.000174125,3%,0%,-3%,8%
GA,Stephens,3,20,15,12.3,32.5,34445,10%,2690,"26,175",4,23,15,12.6,30.1,38503,13%,3479,"25,414",0.000573066,0.000590226,3%,0.000114613,0.000157394,37%,30%,-7%,12%
OK,Stephens,3,20,15,12.3,32.5,34445,10%,2690,"26,175",4,23,15,12.6,30.1,38503,13%,3479,"25,414",0.000573066,0.000590226,3%,0.000114613,0.000157394,37%,30%,-7%,12%
TX,Stephens,3,20,15,12.3,32.5,34445,10%,2690,"26,175",4,23,15,12.6,30.1,38503,13%,3479,"25,414",0.000573066,0.000590226,3%,0.000114613,0.000157394,37%,30%,-7%,12%
IL,Macoupin,10,27,20,9.6,29.1,45995,9%,4407,"47,765",11,27,20,10.5,31,50460,16%,7698,"46,381",0.000418717,0.000431211,3%,0.000209358,0.000237166,13%,78%,7%,10%
MI,Lapeer,12,38,35,9.4,33.7,49759,10%,8964,"88,319",10,43,36,10.7,30.3,57774,9%,8180,"88,237",0.000396291,0.000407992,3%,0.000135871,0.000113331,-17%,-10%,-10%,16%
KS,Wichita,1,1,1,10.8,31.7,45918,100%,2234,"2,234",2,1,1,10.8,29.4,52917,100%,2234,"2,170",0.000447628,0.000460829,3%,0.000447628,0.000921659,106%,0%,-7%,15%
TX,Wichita,1,1,1,10.8,31.7,45918,100%,2234,"2,234",2,1,1,10.8,29.4,52917,100%,2234,"2,170",0.000447628,0.000460829,3%,0.000447628,0.000921659,106%,0%,-7%,15%
IL,Mercer,2,8,5,9.2,30.9,46871,23%,3783,"16,434",2,11,5,11.4,31.2,57934,18%,2968,"15,964",0.000304247,0.000313205,3%,0.000121699,0.000125282,3%,-22%,1%,24%
KY,Mercer,2,8,5,9.2,30.9,46871,23%,3783,"16,434",2,11,5,11.4,31.2,57934,18%,2968,"15,964",0.000304247,0.000313205,3%,0.000121699,0.000125282,3%,-22%,1%,24%
MO,Mercer,2,8,5,9.2,30.9,46871,23%,3783,"16,434",2,11,5,11.4,31.2,57934,18%,2968,"15,964",0.000304247,0.000313205,3%,0.000121699,0.000125282,3%,-22%,1%,24%
NJ,Mercer,2,8,5,9.2,30.9,46871,23%,3783,"16,434",2,11,5,11.4,31.2,57934,18%,2968,"15,964",0.000304247,0.000313205,3%,0.000121699,0.000125282,3%,-22%,1%,24%
ND,Mercer,2,8,5,9.2,30.9,46871,23%,3783,"16,434",2,11,5,11.4,31.2,57934,18%,2968,"15,964",0.000304247,0.000313205,3%,0.000121699,0.000125282,3%,-22%,1%,24%
OH,Mercer,2,8,5,9.2,30.9,46871,23%,3783,"16,434",2,11,5,11.4,31.2,57934,18%,2968,"15,964",0.000304247,0.000313205,3%,0.000121699,0.000125282,3%,-22%,1%,24%
PA,Mercer,2,8,5,9.2,30.9,46871,23%,3783,"16,434",2,11,5,11.4,31.2,57934,18%,2968,"15,964",0.000304247,0.000313205,3%,0.000121699,0.000125282,3%,-22%,1%,24%
WV,Mercer,2,8,5,9.2,30.9,46871,23%,3783,"16,434",2,11,5,11.4,31.2,57934,18%,2968,"15,964",0.000304247,0.000313205,3%,0.000121699,0.000125282,3%,-22%,1%,24%
TX,Randall,5,42,72,9,26.1,57862,21%,25615,"120,725",8,47,79,8.2,26.6,62080,12%,14800,"128,684",0.000596397,0.000613907,3%,4.14164E-05,6.21678E-05,50%,-43%,2%,7%
NJ,Bergen,249,211,720,7.7,21.8,77059,12%,107451,"905,116",257,231,762,8,21.5,88512,11%,95802,"931,196",0.000795478,0.000818302,3%,0.000275103,0.000275989,0%,-8%,-1%,15%
CA,Tuolumne,13,25,29,7.5,23.1,44751,28%,15505,"55,365",14,22,29,10.1,20.2,53136,29%,16108,"53,827",0.000523797,0.000538763,3%,0.000234805,0.000260093,11%,4%,-13%,19%
PA,Venango,15,23,24,9.7,31.8,39351,8%,4631,"54,984",9,23,24,13.2,34.7,44916,9%,5015,"53,479",0.000436491,0.000448774,3%,0.000272807,0.00016829,-38%,13%,9%,14%
CA,Fresno,213,287,563,9,29.4,44869,12%,113632,"930,450",250,291,599,9.4,26.6,46608,9%,85484,"963,151",0.000605084,0.000621917,3%,0.000228921,0.000259565,13%,-25%,-10%,4%
TX,Carson,1,5,4,11,31.2,51311,46%,2831,"6,182",0,5,4,11,28.4,61083,20%,1236,"6,015",0.00064704,0.000665004,3%,0.00016176,0,-100%,-57%,-9%,19%
MN,Hennepin,221,352,894,6,21.2,59252,30%,341806,"1,152,425",242,338,965,6.8,22.8,68902,27%,306812,"1,210,404",0.000775755,0.000797254,3%,0.00019177,0.000199933,4%,-10%,8%,16%
OH,Geauga,9,34,56,9.7,24.4,63172,18%,17141,"93,389",12,32,58,11.8,27,76315,20%,18310,"94,123",0.000599642,0.000616215,3%,9.63711E-05,0.000127493,32%,11%,11%,21%
FL,Bay,31,108,125,9.8,26.9,44364,36%,61403,"168,852",26,129,136,11.2,29.9,47745,33%,56308,"178,860",0.000740293,0.000760371,3%,0.000183593,0.000145365,-21%,-8%,11%,8%
MI,Bay,31,108,125,9.8,26.9,44364,36%,61403,"168,852",26,129,136,11.2,29.9,47745,33%,56308,"178,860",0.000740293,0.000760371,3%,0.000183593,0.000145365,-21%,-8%,11%,8%
IL,Christian,8,17,17,9.6,29.2,44253,10%,3502,"34,800",7,21,17,10.5,31.7,49041,11%,3837,"33,882",0.000488506,0.000501741,3%,0.000229885,0.000206599,-10%,10%,9%,11%
KY,Christian,8,17,17,9.6,29.2,44253,10%,3502,"34,800",7,21,17,10.5,31.7,49041,11%,3837,"33,882",0.000488506,0.000501741,3%,0.000229885,0.000206599,-10%,10%,9%,11%
MO,Christian,8,17,17,9.6,29.2,44253,10%,3502,"34,800",7,21,17,10.5,31.7,49041,11%,3837,"33,882",0.000488506,0.000501741,3%,0.000229885,0.000206599,-10%,10%,9%,11%
ND,Williams,5,16,19,8.4,30.4,56689,21%,4783,"22,398",4,19,28,8.3,35.3,89860,21%,4763,"32,143",0.00084829,0.000871107,3%,0.000223234,0.000124444,-44%,0%,16%,59%
OH,Williams,5,16,19,8.4,30.4,56689,21%,4783,"22,398",4,19,28,8.3,35.3,89860,21%,4763,"32,143",0.00084829,0.000871107,3%,0.000223234,0.000124444,-44%,0%,16%,59%
MD,Cecil,20,40,53,9.4,31.7,61506,20%,20177,"101,108",18,42,55,11.2,33.7,68972,23%,22751,"102,180",0.000524192,0.000538266,3%,0.000197808,0.00017616,-11%,15%,6%,12%
MS,Leake,2,18,12,14,35.6,31672,12%,2837,"23,805",2,19,12,13.5,40.9,35804,18%,4181,"23,183",0.000504096,0.000517621,3%,8.4016E-05,8.62701E-05,3%,50%,15%,13%
GA,Berrien,4,19,9,11.4,30.5,32859,14%,2663,"19,286",6,11,9,14.2,34.7,35518,19%,3723,"18,790",0.00046666,0.000478978,3%,0.000207404,0.000319319,54%,36%,14%,8%
MI,Berrien,4,19,9,11.4,30.5,32859,14%,2663,"19,286",6,11,9,14.2,34.7,35518,19%,3723,"18,790",0.00046666,0.000478978,3%,0.000207404,0.000319319,54%,36%,14%,8%
CA,Placer,58,99,285,7.5,20.4,68330,15%,53006,"348,432",66,119,311,9,21.7,76203,16%,54219,"370,486",0.00081795,0.000839438,3%,0.00016646,0.000178144,7%,7%,6%,12%
VA,Loudoun,50,78,219,7,23.2,119075,13%,39430,"312,311",59,86,261,6.9,21.6,125900,13%,40493,"362,798",0.000701224,0.000719409,3%,0.000160097,0.000162625,2%,0%,-7%,6%
PA,Luzerne,63,134,203,10.3,29.9,41745,18%,56425,"320,918",61,149,207,11.7,28.9,49589,16%,50063,"319,079",0.00063256,0.000648742,3%,0.000196312,0.000191175,-3%,-11%,-3%,19%
LA,Lafourche,16,46,49,12.6,36,48436,28%,26626,"96,318",14,46,51,10.9,36.9,53482,26%,25027,"97,750",0.000508731,0.000521739,3%,0.000166116,0.000143223,-14%,-7%,3%,10%
IL,Whiteside,9,23,30,9.3,27.6,45606,17%,9949,"58,498",8,26,30,10.5,28.7,45463,22%,13052,"57,046",0.000512838,0.000525891,3%,0.000153851,0.000140238,-9%,29%,4%,0%
OK,Coal,3,3,1,11.7,32.4,33472,27%,1597,"5,925",3,8,1,12.9,35.6,38954,27%,1618,"5,778",0.000168776,0.00017307,3%,0.000506329,0.000519211,3%,0%,10%,16%
MO,Reynolds,2,6,1,11.3,33.3,29819,45%,3035,"6,696",2,7,1,12.2,32.6,34076,45%,3001,"6,530",0.000149343,0.000153139,3%,0.000298686,0.000306279,3%,0%,-2%,14%
MI,Saginaw,46,94,141,11.1,39.8,41714,21%,41373,"200,169",40,90,141,12.8,38.9,43344,25%,50402,"195,252",0.000704405,0.000722144,3%,0.000229806,0.000204863,-11%,19%,-2%,4%
TX,Kinney,1,3,1,11.7,28.4,35725,4%,149,"3,598",1,2,1,10.8,26.7,40840,4%,155,"3,510",0.000277932,0.0002849,3%,0.000277932,0.0002849,3%,0%,-6%,14%
TX,Victoria,8,60,66,10.1,30.5,46566,41%,35234,"86,793",6,69,71,10.3,34.3,55406,28%,24369,"91,088",0.00076043,0.000779466,3%,9.21733E-05,6.58704E-05,-29%,-32%,12%,19%
NE,Richardson,2,5,5,10.8,32.9,37980,27%,2289,"8,363",2,4,5,9.8,36.7,44648,27%,2268,"8,159",0.000597872,0.00061282,3%,0.000239149,0.000245128,3%,0%,12%,18%
CA,Sonoma,123,135,279,6.8,22.9,58703,16%,79444,"483,878",139,136,295,7.9,20.9,66463,15%,74694,"499,168",0.000576592,0.000590983,2%,0.000254196,0.000278463,10%,-6%,-9%,13%
VA,Shenandoah,9,30,22,10.4,30,46016,7%,2914,"41,993",11,27,23,10.5,26.6,54281,7%,2907,"42,845",0.000523897,0.000536819,2%,0.000214321,0.000256739,20%,0%,-11%,18%
IA,Lucas,1,6,3,8.2,31.3,39207,22%,1928,"8,898",1,6,3,11.6,33.8,46933,22%,1928,"8,685",0.000337154,0.000345423,2%,0.000112385,0.000115141,2%,0%,8%,20%
OH,Lucas,1,6,3,8.2,31.3,39207,22%,1928,"8,898",1,6,3,11.6,33.8,46933,22%,1928,"8,685",0.000337154,0.000345423,2%,0.000112385,0.000115141,2%,0%,8%,20%
FL,Martin,30,62,96,8.4,20.9,49539,32%,47216,"146,318",33,73,103,11.3,21.3,53459,30%,44382,"153,272",0.000656105,0.000672008,2%,0.000205033,0.000215304,5%,-6%,2%,8%
IN,Martin,30,62,96,8.4,20.9,49539,32%,47216,"146,318",33,73,103,11.3,21.3,53459,30%,44382,"153,272",0.000656105,0.000672008,2%,0.000205033,0.000215304,5%,-6%,2%,8%
KY,Martin,30,62,96,8.4,20.9,49539,32%,47216,"146,318",33,73,103,11.3,21.3,53459,30%,44382,"153,272",0.000656105,0.000672008,2%,0.000205033,0.000215304,5%,-6%,2%,8%
MN,Martin,30,62,96,8.4,20.9,49539,32%,47216,"146,318",33,73,103,11.3,21.3,53459,30%,44382,"153,272",0.000656105,0.000672008,2%,0.000205033,0.000215304,5%,-6%,2%,8%
NC,Martin,30,62,96,8.4,20.9,49539,32%,47216,"146,318",33,73,103,11.3,21.3,53459,30%,44382,"153,272",0.000656105,0.000672008,2%,0.000205033,0.000215304,5%,-6%,2%,8%
TX,Martin,30,62,96,8.4,20.9,49539,32%,47216,"146,318",33,73,103,11.3,21.3,53459,30%,44382,"153,272",0.000656105,0.000672008,2%,0.000205033,0.000215304,5%,-6%,2%,8%
GA,Bleckley,3,8,5,11.6,28.7,38513,7%,955,"13,063",3,10,5,13.6,30.4,42716,7%,908,"12,754",0.00038276,0.000392034,2%,0.000229656,0.00023522,2%,0%,6%,11%
MN,Watonwan,5,5,6,9.1,28.3,43699,5%,523,"11,211",3,6,6,7.9,26.9,48044,5%,523,"10,951",0.000535189,0.000547895,2%,0.000445991,0.000273948,-39%,0%,-5%,10%
TX,Scurry,2,12,20,9.1,29.2,44063,34%,5807,"16,921",2,14,21,9.1,26.2,57385,29%,4920,"17,357",0.001181963,0.001209887,2%,0.000118196,0.000115227,-3%,-15%,-10%,30%
VA,Henrico,66,136,250,9.1,28.5,59128,22%,69020,"306,935",63,153,269,9.7,27.5,65524,21%,64089,"322,685",0.000814505,0.00083363,2%,0.000215029,0.000195237,-9%,-5%,-4%,11%
NC,Sampson,12,32,32,11.8,35.9,37047,5%,2915,"63,431",11,33,33,13.7,36.7,40660,4%,2715,"63,913",0.000504485,0.000516327,2%,0.000189182,0.000172109,-9%,-20%,2%,10%
LA,Catahoula,1,7,5,12.9,34.2,31325,20%,2110,"10,407",1,7,5,11,35.3,33958,24%,2488,"10,172",0.000480446,0.000491545,2%,9.60892E-05,9.83091E-05,2%,20%,3%,8%
IL,Winnebago,55,112,202,9.9,28.8,44336,25%,72887,"295,266",55,121,202,11.7,33.9,50024,26%,76322,"288,639",0.000684129,0.000699836,2%,0.000186273,0.000190549,2%,4%,18%,13%
WI,Winnebago,55,112,202,9.9,28.8,44336,25%,72887,"295,266",55,121,202,11.7,33.9,50024,26%,76322,"288,639",0.000684129,0.000699836,2%,0.000186273,0.000190549,2%,4%,18%,13%
IA,Winnebago,55,112,202,9.9,28.8,44336,25%,72887,"295,266",55,121,202,11.7,33.9,50024,26%,76322,"288,639",0.000684129,0.000699836,2%,0.000186273,0.000190549,2%,4%,18%,13%
KS,Osborne,3,3,1,12.1,32.3,36519,23%,892,"3,858",3,3,1,12.1,33.2,43518,23%,892,"3,772",0.000259202,0.000265111,2%,0.000777605,0.000795334,2%,0%,3%,19%
SC,Spartanburg,43,160,198,10.6,29.9,41888,33%,94805,"284,307",44,178,209,12.8,30.5,45768,32%,89659,"293,449",0.00069643,0.000712219,2%,0.000151245,0.000149941,-1%,-3%,2%,9%
NH,Strafford,20,74,83,8.5,29.5,52527,24%,28973,"123,143",22,62,87,10.5,29.1,60931,19%,23349,"126,218",0.000674013,0.000689284,2%,0.000162413,0.000174302,7%,-21%,-1%,16%
MD,Wicomico,10,49,78,11.1,33.5,47702,27%,26326,"98,733",10,56,82,12.3,35.9,52153,27%,26408,"101,538",0.000790009,0.000807579,2%,0.000101283,9.84853E-05,-3%,0%,7%,9%
TX,Angelina,10,40,62,10.4,32,38954,32%,27887,"86,771",9,47,64,12.9,37.5,45428,24%,20927,"87,628",0.000714524,0.00073036,2%,0.000115246,0.000102707,-11%,-25%,17%,17%
NJ,Hudson,247,154,469,7.7,23.7,53547,0%,2135,"634,266",269,173,506,7.4,23.9,60053,1%,3519,"669,604",0.000739437,0.000755671,2%,0.000389427,0.00040173,3%,1%,1%,12%
VA,Mathews,2,6,5,12,28.5,53418,0%,0,"8,978",2,5,5,11.9,27.8,56119,0%,0,"8,789",0.000556917,0.000568893,2%,0.000222767,0.000227557,2%,0%,-2%,5%
NM,Lea,7,35,40,7.9,31.7,43171,15%,9740,"64,727",9,35,44,8,33.8,54686,16%,10436,"69,707",0.00061798,0.000631214,2%,0.000108147,0.000129112,19%,7%,7%,27%
CO,Sedgwick,1,0,1,7,24.2,36749,19%,449,"2,379",1,0,1,8,22.1,40325,19%,442,"2,330",0.000420345,0.000429185,2%,0.000420345,0.000429185,2%,0%,-9%,10%
KS,Sedgwick,1,0,1,7,24.2,36749,19%,449,"2,379",1,0,1,8,22.1,40325,19%,442,"2,330",0.000420345,0.000429185,2%,0.000420345,0.000429185,2%,0%,-9%,10%
GA,Atkinson,4,6,4,10,29.2,28579,23%,1925,"8,375",3,8,4,11.5,35.3,32398,23%,1920,"8,203",0.000477612,0.000487626,2%,0.000477612,0.00036572,-23%,0%,21%,13%
IL,Jersey,4,7,13,8.5,27.6,54278,15%,3493,"22,985",4,7,13,10.4,33,53864,16%,3598,"22,523",0.000565586,0.000577188,2%,0.000174027,0.000177596,2%,7%,20%,-1%
LA,Concordia,3,26,14,12.4,33.2,29891,23%,4719,"20,822",3,27,14,14.5,38.3,33068,27%,5686,"20,413",0.000672366,0.000685837,2%,0.000144078,0.000146965,2%,17%,15%,11%
TN,Giles,5,24,19,11.3,36.2,35466,16%,4578,"29,485",7,27,19,14.4,32.1,42207,12%,3490,"28,917",0.000644395,0.000657053,2%,0.000169578,0.000242072,43%,-25%,-11%,19%
VA,Giles,5,24,19,11.3,36.2,35466,16%,4578,"29,485",7,27,19,14.4,32.1,42207,12%,3490,"28,917",0.000644395,0.000657053,2%,0.000169578,0.000242072,43%,-25%,-11%,19%
AK,Valdez-Cordova,8,7,9,6.9,29.1,60297,28%,2694,"9,636",8,7,9,7.4,30.4,70101,52%,5011,"9,453",0.000933998,0.000952079,2%,0.00083022,0.000846292,2%,86%,4%,16%
IA,Allamakee,6,5,3,9.5,28.9,45881,19%,2728,"14,330",7,7,3,9.1,33.6,47756,8%,1165,"14,064",0.000209351,0.000213311,2%,0.000418702,0.000497725,19%,-58%,16%,4%
CA,Napa,35,39,75,7,22.2,62893,14%,19302,"136,484",42,38,79,8.4,23.7,72683,10%,13840,"141,097",0.000549515,0.000559899,2%,0.00025644,0.000297668,16%,-29%,7%,16%
IA,Appanoose,7,10,8,8.9,29.9,35352,14%,1859,"12,887",5,9,8,11.6,35.4,41018,12%,1609,"12,649",0.000620781,0.000632461,2%,0.000543183,0.000395288,-27%,-14%,18%,16%
GA,Dade,4,19,8,11.1,28,40161,4%,678,"16,633",4,21,8,12.2,32.3,43632,5%,909,"16,326",0.000480972,0.000490016,2%,0.000240486,0.000245008,2%,25%,15%,9%
MO,Dade,4,19,8,11.1,28,40161,4%,678,"16,633",4,21,8,12.2,32.3,43632,5%,909,"16,326",0.000480972,0.000490016,2%,0.000240486,0.000245008,2%,25%,15%,9%
MI,Cheboygan,7,22,12,11.6,38.6,36508,12%,3175,"26,152",6,17,12,12.1,33.2,41036,11%,2825,"25,681",0.000458856,0.000467272,2%,0.000267666,0.000233636,-13%,-8%,-14%,12%
KS,Shawnee,31,66,139,9.9,32.8,45359,27%,47825,"177,934",28,63,142,10.7,32.9,51316,24%,43337,"178,509",0.000781189,0.000795478,2%,0.000174222,0.000156855,-10%,-11%,0%,13%
NE,Furnas,4,5,2,11,33.1,39234,47%,2341,"4,959",4,3,2,12.8,33.9,40032,22%,1081,"4,870",0.000403307,0.000410678,2%,0.000806614,0.000821355,2%,-53%,2%,2%
GA,Heard,3,7,4,10.7,28.3,39614,4%,421,"11,834",1,8,4,12,30.2,41514,6%,757,"11,623",0.000338009,0.000344145,2%,0.000253507,8.60363E-05,-66%,50%,7%,5%
CO,Routt,9,13,24,3.4,13.7,60506,26%,6058,"23,509",9,10,25,4.1,14.3,70989,22%,5254,"24,054",0.001020886,0.001039328,2%,0.000382832,0.000374158,-2%,-15%,4%,17%
SD,Kingsbury,5,3,1,7.9,27.1,47775,52%,2689,"5,148",4,3,1,10,33.8,54543,52%,2689,"5,058",0.00019425,0.000197707,2%,0.000971251,0.000790826,-19%,0%,25%,14%
MT,Fergus,10,5,7,7.8,23.9,37669,29%,3412,"11,586",7,3,7,9.2,26,43823,29%,3412,"11,385",0.000604177,0.000614844,2%,0.000863111,0.000614844,-29%,0%,9%,16%
GA,Treutlen,1,11,3,11.5,34.9,30809,15%,1012,"6,885",1,10,3,12.3,32.9,32086,6%,394,"6,769",0.00043573,0.000443197,2%,0.000145243,0.000147732,2%,-60%,-6%,4%
GA,Coweta,18,51,61,9.9,29.6,56407,25%,32287,"127,317",18,50,66,10.6,26.8,67268,25%,32150,"135,435",0.000479119,0.000487319,2%,0.000141379,0.000132905,-6%,0%,-9%,19%
OK,Greer,3,4,1,10.9,32.2,33199,9%,551,"6,239",2,4,1,12.9,32.7,36495,9%,551,"6,137",0.000160282,0.000162946,2%,0.000480846,0.000325892,-32%,0%,2%,10%
VA,Pittsylvania,10,41,15,11.7,29.4,41031,15%,9790,"63,506",5,40,15,14.3,32,42390,16%,9948,"62,483",0.000236198,0.000240065,2%,0.000157465,8.00218E-05,-49%,7%,9%,3%
KY,Wolfe,3,5,2,12,31.7,25968,6%,455,"7,355",3,7,2,12.6,32.3,27196,2%,125,"7,237",0.000271924,0.000276358,2%,0.000407886,0.000414536,2%,-67%,2%,5%
NJ,Ocean,105,147,398,10.9,27.1,56924,49%,281417,"576,567",104,164,411,11.2,28.1,63478,43%,248326,"585,881",0.000690293,0.000701508,2%,0.000182112,0.00017751,-3%,-12%,4%,12%
AR,Pulaski,72,188,330,10.5,32.1,44733,31%,116978,"382,748",63,220,344,12,31.7,46473,27%,101839,"392,633",0.000862186,0.000876136,2%,0.000188113,0.000160455,-15%,-13%,-1%,4%
GA,Pulaski,72,188,330,10.5,32.1,44733,31%,116978,"382,748",63,220,344,12,31.7,46473,27%,101839,"392,633",0.000862186,0.000876136,2%,0.000188113,0.000160455,-15%,-13%,-1%,4%
IL,Pulaski,72,188,330,10.5,32.1,44733,31%,116978,"382,748",63,220,344,12,31.7,46473,27%,101839,"392,633",0.000862186,0.000876136,2%,0.000188113,0.000160455,-15%,-13%,-1%,4%
IN,Pulaski,72,188,330,10.5,32.1,44733,31%,116978,"382,748",63,220,344,12,31.7,46473,27%,101839,"392,633",0.000862186,0.000876136,2%,0.000188113,0.000160455,-15%,-13%,-1%,4%
KY,Pulaski,72,188,330,10.5,32.1,44733,31%,116978,"382,748",63,220,344,12,31.7,46473,27%,101839,"392,633",0.000862186,0.000876136,2%,0.000188113,0.000160455,-15%,-13%,-1%,4%
MO,Pulaski,72,188,330,10.5,32.1,44733,31%,116978,"382,748",63,220,344,12,31.7,46473,27%,101839,"392,633",0.000862186,0.000876136,2%,0.000188113,0.000160455,-15%,-13%,-1%,4%
VA,Pulaski,72,188,330,10.5,32.1,44733,31%,116978,"382,748",63,220,344,12,31.7,46473,27%,101839,"392,633",0.000862186,0.000876136,2%,0.000188113,0.000160455,-15%,-13%,-1%,4%
PA,Potter,8,10,5,11.3,30.8,40472,19%,3279,"17,457",7,11,5,12.1,32.4,41754,18%,3110,"17,182",0.000286418,0.000291002,2%,0.000458269,0.000407403,-11%,-5%,5%,3%
SD,Potter,8,10,5,11.3,30.8,40472,19%,3279,"17,457",7,11,5,12.1,32.4,41754,18%,3110,"17,182",0.000286418,0.000291002,2%,0.000458269,0.000407403,-11%,-5%,5%,3%
TX,Potter,8,10,5,11.3,30.8,40472,19%,3279,"17,457",7,11,5,12.1,32.4,41754,18%,3110,"17,182",0.000286418,0.000291002,2%,0.000458269,0.000407403,-11%,-5%,5%,3%
MI,Hillsdale,7,24,19,10.5,28.3,41360,6%,2665,"46,688",2,24,19,11,32,46786,7%,3198,"45,955",0.000406957,0.000413448,2%,0.000149931,4.35208E-05,-71%,17%,13%,13%
MA,Essex,143,242,547,9.3,23.6,61604,32%,238892,"743,159",187,275,576,10.3,25.5,68237,30%,222644,"770,391",0.000736047,0.000747672,2%,0.000192422,0.000242734,26%,-6%,8%,11%
NJ,Essex,143,242,547,9.3,23.6,61604,32%,238892,"743,159",187,275,576,10.3,25.5,68237,30%,222644,"770,391",0.000736047,0.000747672,2%,0.000192422,0.000242734,26%,-6%,8%,11%
NY,Essex,143,242,547,9.3,23.6,61604,32%,238892,"743,159",187,275,576,10.3,25.5,68237,30%,222644,"770,391",0.000736047,0.000747672,2%,0.000192422,0.000242734,26%,-6%,8%,11%
VT,Essex,143,242,547,9.3,23.6,61604,32%,238892,"743,159",187,275,576,10.3,25.5,68237,30%,222644,"770,391",0.000736047,0.000747672,2%,0.000192422,0.000242734,26%,-6%,8%,11%
VA,Essex,143,242,547,9.3,23.6,61604,32%,238892,"743,159",187,275,576,10.3,25.5,68237,30%,222644,"770,391",0.000736047,0.000747672,2%,0.000192422,0.000242734,26%,-6%,8%,11%
SD,Hutchinson,5,6,2,9.1,31.3,41592,37%,2689,"7,343",4,4,2,10.5,31,49558,9%,649,"7,232",0.000272368,0.000276549,2%,0.000680921,0.000553097,-19%,-76%,-1%,19%
