State,County Name,Grocery 2009,Convenience 2009,Fast Food Restaurants 2009,Adult Diabetes % 2009,Adult Obsesity % 2009,Median Household Income 2009,Limited Access Population% 2009,Limited Access Population 2009,Population 2009,Grocery 2014,Convenience 2014,Fast Food Restaurants 2014,Adult Diabetes 2014,Adult Obesity 2014,Median Household Income 2014,Limited Access % 2014,Limited Access 2014,Population 2014,FF per capita 2009,FF per capita 2014,% change FF Per Capita,Grocery per capita 2009,Grocery per capita 2014,% change in grocery per capita,% change in Access,% Change in Obesity,% change in income
TX,Hutchinson,5,6,2,9.1,31.3,41592,37%,2689,"7,343",4,4,2,10.5,31,49558,9%,649,"7,232",0.000272368,0.000276549,2%,0.000680921,0.000553097,-19%,-76%,-1%,19%
NY,Cayuga,14,28,53,8.9,24.6,48453,8%,6013,"80,026",11,29,53,10,30.6,51925,7%,5281,"78,857",0.000662285,0.000672103,1%,0.000174943,0.000139493,-20%,-13%,24%,7%
KS,Doniphan,6,4,1,9.8,35.3,45202,61%,4874,"7,945",2,5,1,9.7,32.1,47000,62%,4887,"7,833",0.000125865,0.000127665,1%,0.000755192,0.00025533,-66%,2%,-9%,4%
MA,Barnstable,65,119,214,8.4,18.2,54871,50%,108706,"215,888",75,125,216,8.6,19.9,65735,48%,104445,"214,858",0.000991255,0.001005315,1%,0.000301082,0.000349068,16%,-4%,9%,20%
RI,Providence,125,219,460,8.7,27.1,45572,20%,124418,"626,667",147,231,470,9.9,28.2,50364,15%,96381,"631,464",0.000734042,0.000744302,1%,0.000199468,0.000232792,17%,-25%,4%,11%
AR,Izard,4,7,3,10.3,29,29883,6%,810,"13,696",4,9,3,15.5,33.9,35355,1%,151,"13,508",0.000219042,0.000222091,1%,0.000292056,0.000296121,1%,-83%,17%,18%
OK,Cotton,2,5,2,11.2,33.7,39941,6%,390,"6,193",1,5,2,14.5,36.2,42901,84%,5174,"6,109",0.000322945,0.000327386,1%,0.000322945,0.000163693,-49%,1300%,7%,7%
WI,Waukesha,51,110,251,6.8,25.8,71176,41%,160077,"389,891",66,133,258,7.9,27.5,78689,36%,139441,"395,383",0.00064377,0.000652532,1%,0.000130806,0.000166927,28%,-12%,7%,11%
MI,Manistee,11,17,9,10.7,27.4,37479,12%,3056,"24,733",11,18,9,11.1,34.6,41811,10%,2479,"24,409",0.000363886,0.000368716,1%,0.00044475,0.000450653,1%,-17%,26%,12%
MN,Wilkin,0,4,2,8.9,29.1,48611,30%,1980,"6,576",0,3,2,9.3,28.5,56583,29%,1886,"6,490",0.000304136,0.000308166,1%,0,0,#DIV/0!,-3%,-2%,16%
AL,Talladega,7,78,49,14.5,36.8,35646,15%,12352,"82,291",9,73,49,15.3,39,37911,13%,11038,"81,216",0.000595448,0.000603329,1%,8.5064E-05,0.000110816,30%,-13%,6%,6%
DE,Kent,17,65,82,11.7,32.7,51490,19%,31140,"162,310",24,59,88,12.8,32.8,55678,16%,25573,"171,949",0.000505206,0.00051178,1%,0.000104738,0.000139576,33%,-16%,0%,8%
MD,Kent,17,65,82,11.7,32.7,51490,19%,31140,"162,310",24,59,88,12.8,32.8,55678,16%,25573,"171,949",0.000505206,0.00051178,1%,0.000104738,0.000139576,33%,-16%,0%,8%
MI,Kent,17,65,82,11.7,32.7,51490,19%,31140,"162,310",24,59,88,12.8,32.8,55678,16%,25573,"171,949",0.000505206,0.00051178,1%,0.000104738,0.000139576,33%,-16%,0%,8%
RI,Kent,17,65,82,11.7,32.7,51490,19%,31140,"162,310",24,59,88,12.8,32.8,55678,16%,25573,"171,949",0.000505206,0.00051178,1%,0.000104738,0.000139576,33%,-16%,0%,8%
TX,Kent,17,65,82,11.7,32.7,51490,19%,31140,"162,310",24,59,88,12.8,32.8,55678,16%,25573,"171,949",0.000505206,0.00051178,1%,0.000104738,0.000139576,33%,-16%,0%,8%
NY,Tompkins,18,33,71,6.5,23.1,50156,18%,17871,"101,564",20,33,74,7.5,25.3,55839,15%,14996,"104,498",0.000699067,0.000708148,1%,0.000177228,0.000191391,8%,-17%,10%,11%
WI,Dane,77,158,391,5.7,24,58958,23%,110749,"488,073",80,168,419,6.3,23.7,65416,20%,98626,"516,494",0.00080111,0.000811239,1%,0.000157763,0.00015489,-2%,-13%,-1%,11%
OH,Wyandot,9,12,15,12.2,32.7,43753,4%,1006,"22,615",8,9,15,12.5,35.8,51109,5%,1019,"22,335",0.000663277,0.000671592,1%,0.000397966,0.000358182,-10%,25%,9%,17%
SD,Moody,1,5,1,8.4,32.7,47162,78%,5029,"6,486",1,5,1,11,32.9,54729,77%,4976,"6,406",0.000154178,0.000156104,1%,0.000154178,0.000156104,1%,-1%,1%,16%
NE,Hooker,1,0,1,10.1,32.6,34687,100%,736,736,1,1,1,10.5,26.6,42989,16%,117,727,0.001358696,0.001375516,1%,0.001358696,0.001375516,1%,-84%,-18%,24%
KY,Rowan,7,18,19,10.1,35.3,35145,7%,1624,"23,333",2,16,20,11.1,34.4,36597,9%,2000,"24,264",0.000814297,0.000824266,1%,0.000300004,8.24266E-05,-73%,29%,-3%,4%
NC,Rowan,7,18,19,10.1,35.3,35145,7%,1624,"23,333",2,16,20,11.1,34.4,36597,9%,2000,"24,264",0.000814297,0.000824266,1%,0.000300004,8.24266E-05,-73%,29%,-3%,4%
AZ,Pima,128,282,590,7.8,25.6,44293,24%,232208,"980,263",127,290,611,8.8,24.2,47107,22%,218482,"1,003,157",0.000601879,0.000609077,1%,0.000130577,0.0001266,-3%,-8%,-5%,6%
WI,Burnett,6,11,4,10.3,31.4,38774,10%,1564,"15,457",3,13,4,10.6,28.7,44858,8%,1260,"15,278",0.000258782,0.000261814,1%,0.000388174,0.000196361,-49%,-20%,-9%,16%
CA,Tehama,12,24,34,9.6,25.3,38188,16%,9968,"63,463",10,28,34,11.2,27.2,40292,20%,12744,"62,756",0.000535745,0.000541781,1%,0.000189087,0.000159347,-16%,25%,8%,6%
CO,Boulder,49,79,240,4.4,14.6,62215,16%,45863,"294,567",60,73,258,4.1,13.4,72392,15%,43147,"313,204",0.000814755,0.000823744,1%,0.000166346,0.000191568,15%,-6%,-8%,16%
CA,Kern,187,249,524,7.7,28.8,45045,15%,128065,"839,631",185,275,550,9.3,30.3,51150,15%,122097,"872,138",0.000624084,0.000630634,1%,0.000222717,0.000212122,-5%,0%,5%,14%
KS,Ottawa,1,2,1,9.5,32,53086,28%,1736,"6,091",1,3,1,12.1,37.9,50302,28%,1736,"6,032",0.000164177,0.000165782,1%,0.000164177,0.000165782,1%,0%,18%,-5%
MI,Ottawa,1,2,1,9.5,32,53086,28%,1736,"6,091",1,3,1,12.1,37.9,50302,28%,1736,"6,032",0.000164177,0.000165782,1%,0.000164177,0.000165782,1%,0%,18%,-5%
OH,Ottawa,1,2,1,9.5,32,53086,28%,1736,"6,091",1,3,1,12.1,37.9,50302,28%,1736,"6,032",0.000164177,0.000165782,1%,0.000164177,0.000165782,1%,0%,18%,-5%
OK,Ottawa,1,2,1,9.5,32,53086,28%,1736,"6,091",1,3,1,12.1,37.9,50302,28%,1736,"6,032",0.000164177,0.000165782,1%,0.000164177,0.000165782,1%,0%,18%,-5%
KS,Rice,4,4,7,10.7,36.9,41687,19%,1886,"10,083",3,6,7,11.3,32.6,52400,19%,1890,"9,986",0.000694238,0.000700981,1%,0.000396707,0.000300421,-24%,0%,-12%,26%
MN,Rice,4,4,7,10.7,36.9,41687,19%,1886,"10,083",3,6,7,11.3,32.6,52400,19%,1890,"9,986",0.000694238,0.000700981,1%,0.000396707,0.000300421,-24%,0%,-12%,26%
UT,Utah,47,96,320,5.8,24.6,54385,23%,118502,"516,564",43,108,351,5.5,24.4,65425,24%,121875,"561,232",0.000619478,0.00062541,1%,9.09858E-05,7.66172E-05,-16%,4%,-1%,20%
ND,LaMoure,4,3,1,9.3,26.6,50019,100%,4139,"4,139",4,2,1,11.2,33.4,58638,37%,1540,"4,100",0.000241604,0.000243902,1%,0.000966417,0.00097561,1%,-63%,26%,17%
OH,Highland,6,31,27,10.3,32.2,38643,4%,1880,"43,589",8,25,27,11,32.1,41494,6%,2456,"43,181",0.000619422,0.000625275,1%,0.000137649,0.000185267,35%,50%,0%,7%
VA,Highland,6,31,27,10.3,32.2,38643,4%,1880,"43,589",8,25,27,11,32.1,41494,6%,2456,"43,181",0.000619422,0.000625275,1%,0.000137649,0.000185267,35%,50%,0%,7%
WI,Barron,8,22,29,8.4,31.2,42805,8%,3811,"45,870",14,21,29,9,31.6,51056,8%,3618,"45,446",0.000632221,0.00063812,1%,0.000174406,0.000308058,77%,0%,1%,19%
MI,Marquette,15,36,51,8.6,29.8,44239,16%,10896,"67,077",15,30,52,10.1,29.2,48108,15%,10320,"67,761",0.00076032,0.000767403,1%,0.000223624,0.000221366,-1%,-6%,-2%,9%
WI,Marquette,15,36,51,8.6,29.8,44239,16%,10896,"67,077",15,30,52,10.1,29.2,48108,15%,10320,"67,761",0.00076032,0.000767403,1%,0.000223624,0.000221366,-1%,-6%,-2%,9%
IL,Williamson,16,31,41,8.3,30.6,43004,18%,11943,"66,357",14,27,42,10.5,31.6,47678,14%,9594,"67,350",0.00061787,0.000623608,1%,0.00024112,0.000207869,-14%,-22%,3%,11%
TN,Williamson,16,31,41,8.3,30.6,43004,18%,11943,"66,357",14,27,42,10.5,31.6,47678,14%,9594,"67,350",0.00061787,0.000623608,1%,0.00024112,0.000207869,-14%,-22%,3%,11%
TX,Williamson,16,31,41,8.3,30.6,43004,18%,11943,"66,357",14,27,42,10.5,31.6,47678,14%,9594,"67,350",0.00061787,0.000623608,1%,0.00024112,0.000207869,-14%,-22%,3%,11%
VA,Fairfax,194,269,860,8.1,23.5,102726,19%,205515,"1,081,726",189,253,911,6.2,20.3,112844,19%,205554,"1,135,388",0.000795026,0.000802369,1%,0.000179343,0.000166463,-7%,0%,-14%,10%
VA,Fairfax,194,269,860,8.1,23.5,102726,19%,205515,"1,081,726",189,253,911,6.2,20.3,112844,19%,205554,"1,135,388",0.000795026,0.000802369,1%,0.000179343,0.000166463,-7%,0%,-14%,10%
AL,Henry,4,13,10,14.8,33.7,37851,2%,386,"17,302",3,15,10,18.7,35.8,42501,5%,805,"17,156",0.000577968,0.000582886,1%,0.000231187,0.000174866,-24%,150%,6%,12%
GA,Henry,4,13,10,14.8,33.7,37851,2%,386,"17,302",3,15,10,18.7,35.8,42501,5%,805,"17,156",0.000577968,0.000582886,1%,0.000231187,0.000174866,-24%,150%,6%,12%
IL,Henry,4,13,10,14.8,33.7,37851,2%,386,"17,302",3,15,10,18.7,35.8,42501,5%,805,"17,156",0.000577968,0.000582886,1%,0.000231187,0.000174866,-24%,150%,6%,12%
IN,Henry,4,13,10,14.8,33.7,37851,2%,386,"17,302",3,15,10,18.7,35.8,42501,5%,805,"17,156",0.000577968,0.000582886,1%,0.000231187,0.000174866,-24%,150%,6%,12%
IA,Henry,4,13,10,14.8,33.7,37851,2%,386,"17,302",3,15,10,18.7,35.8,42501,5%,805,"17,156",0.000577968,0.000582886,1%,0.000231187,0.000174866,-24%,150%,6%,12%
KY,Henry,4,13,10,14.8,33.7,37851,2%,386,"17,302",3,15,10,18.7,35.8,42501,5%,805,"17,156",0.000577968,0.000582886,1%,0.000231187,0.000174866,-24%,150%,6%,12%
MO,Henry,4,13,10,14.8,33.7,37851,2%,386,"17,302",3,15,10,18.7,35.8,42501,5%,805,"17,156",0.000577968,0.000582886,1%,0.000231187,0.000174866,-24%,150%,6%,12%
OH,Henry,4,13,10,14.8,33.7,37851,2%,386,"17,302",3,15,10,18.7,35.8,42501,5%,805,"17,156",0.000577968,0.000582886,1%,0.000231187,0.000174866,-24%,150%,6%,12%
TN,Henry,4,13,10,14.8,33.7,37851,2%,386,"17,302",3,15,10,18.7,35.8,42501,5%,805,"17,156",0.000577968,0.000582886,1%,0.000231187,0.000174866,-24%,150%,6%,12%
VA,Henry,4,13,10,14.8,33.7,37851,2%,386,"17,302",3,15,10,18.7,35.8,42501,5%,805,"17,156",0.000577968,0.000582886,1%,0.000231187,0.000174866,-24%,150%,6%,12%
MT,Sanders,7,8,7,9.5,23.5,30710,42%,4777,"11,413",11,8,7,11.1,26.8,36564,42%,4809,"11,319",0.000613336,0.000618429,1%,0.000613336,0.000971817,58%,0%,14%,19%
WY,Sheridan,1,3,1,10.4,29.8,46699,99%,2521,"2,556",2,3,1,11.8,31.5,51221,32%,820,"2,535",0.000391236,0.000394477,1%,0.000391236,0.000788955,102%,-68%,6%,10%
KS,Sheridan,1,3,1,10.4,29.8,46699,99%,2521,"2,556",2,3,1,11.8,31.5,51221,32%,820,"2,535",0.000391236,0.000394477,1%,0.000391236,0.000788955,102%,-68%,6%,10%
MT,Sheridan,1,3,1,10.4,29.8,46699,99%,2521,"2,556",2,3,1,11.8,31.5,51221,32%,820,"2,535",0.000391236,0.000394477,1%,0.000391236,0.000788955,102%,-68%,6%,10%
NE,Sheridan,1,3,1,10.4,29.8,46699,99%,2521,"2,556",2,3,1,11.8,31.5,51221,32%,820,"2,535",0.000391236,0.000394477,1%,0.000391236,0.000788955,102%,-68%,6%,10%
ND,Sheridan,1,3,1,10.4,29.8,46699,99%,2521,"2,556",2,3,1,11.8,31.5,51221,32%,820,"2,535",0.000391236,0.000394477,1%,0.000391236,0.000788955,102%,-68%,6%,10%
KY,Breckinridge,5,14,3,12.6,33.6,35428,10%,1962,"20,059",6,17,3,14.8,36.6,42347,9%,1810,"19,897",0.000149559,0.000150776,1%,0.000249265,0.000301553,21%,-10%,9%,20%
CA,Inyo,4,15,14,8.5,23.4,44507,41%,7629,"18,546",4,15,14,9.4,23.3,51697,41%,7628,"18,410",0.00075488,0.000760456,1%,0.00021568,0.000217273,1%,0%,0%,16%
SD,Sanborn,1,3,1,8.7,35.6,43361,99%,2321,"2,355",1,2,1,10.2,29.7,49638,99%,2328,"2,338",0.000424628,0.000427716,1%,0.000424628,0.000427716,1%,0%,-17%,14%
LA,Evangeline,18,19,10,11.1,33.2,31736,16%,5506,"33,984",16,19,10,12.3,41.9,33407,26%,8945,"33,758",0.000294256,0.000296226,1%,0.000529661,0.000473962,-11%,63%,26%,5%
FL,Broward,366,678,1198,9,25.4,47917,11%,196467,"1,748,066",374,737,1286,9.5,24.4,53624,9%,158492,"1,865,385",0.000685329,0.000689402,1%,0.000209374,0.000200495,-4%,-18%,-4%,12%
KS,Ness,2,1,2,11.8,28.3,51717,27%,836,"3,107",3,0,2,10.8,31.1,53456,27%,833,"3,089",0.000643708,0.000647459,1%,0.000643708,0.000971188,51%,0%,10%,3%
TX,Matagorda,3,37,23,11,28.6,39874,37%,13643,"36,702",5,29,23,11.2,31.9,45073,38%,13869,"36,497",0.000626669,0.000630189,1%,8.17394E-05,0.000136998,68%,3%,12%,13%
WI,Bayfield,5,13,7,9.2,29.3,40155,25%,3780,"15,014",5,12,7,9.5,28.7,50080,31%,4613,"14,931",0.000466232,0.000468823,1%,0.000333023,0.000334874,1%,24%,-2%,25%
TX,Lubbock,21,89,250,8.1,27.4,41757,21%,58501,"278,831",24,99,266,8.6,27.7,47139,16%,43815,"295,051",0.0008966,0.000901539,1%,7.53144E-05,8.13419E-05,8%,-24%,1%,13%
PA,Chester,66,112,326,8.1,21.2,83829,39%,195262,"498,886",75,125,337,7.9,23,90555,40%,198074,"512,899",0.000653456,0.000657049,1%,0.000132295,0.000146228,11%,3%,8%,8%
SC,Chester,66,112,326,8.1,21.2,83829,39%,195262,"498,886",75,125,337,7.9,23,90555,40%,198074,"512,899",0.000653456,0.000657049,1%,0.000132295,0.000146228,11%,3%,8%,8%
TN,Chester,66,112,326,8.1,21.2,83829,39%,195262,"498,886",75,125,337,7.9,23,90555,40%,198074,"512,899",0.000653456,0.000657049,1%,0.000132295,0.000146228,11%,3%,8%,8%
WV,Braxton,4,12,8,14.2,34.3,32606,21%,2987,"14,523",3,9,8,15.9,32.5,35892,19%,2770,"14,451",0.00055085,0.000553595,0%,0.000275425,0.000207598,-25%,-10%,-5%,10%
OK,Nowata,2,4,2,12.2,32.6,38040,26%,2689,"10,536",1,4,2,15.1,36.4,43341,21%,2222,"10,484",0.000189825,0.000190767,0%,0.000189825,9.53834E-05,-50%,-19%,12%,14%
IL,Kankakee,22,45,78,8.9,31.1,45707,15%,16980,"113,449",24,48,77,9.1,30.1,53227,13%,14468,"111,461",0.000687534,0.000690825,0%,0.00019392,0.000215322,11%,-13%,-3%,16%
FL,Duval,199,397,708,11.1,28,46112,25%,215253,"864,263",164,444,739,11.2,30.6,49565,25%,213634,"898,372",0.000819195,0.000822599,0%,0.000230254,0.000182552,-21%,0%,9%,7%
TX,Duval,199,397,708,11.1,28,46112,25%,215253,"864,263",164,444,739,11.2,30.6,49565,25%,213634,"898,372",0.000819195,0.000822599,0%,0.000230254,0.000182552,-21%,0%,9%,7%
WA,Kittitas,13,24,46,7,26.4,40376,22%,9172,"40,915",11,20,48,7.9,28.9,47378,22%,8925,"42,518",0.001124282,0.001128934,0%,0.000317732,0.000258714,-19%,0%,9%,17%
CA,Yolo,42,51,138,7.3,26.3,54433,9%,18875,"200,849",40,53,144,6.9,22.7,58766,6%,12376,"208,737",0.000687083,0.000689863,0%,0.000209112,0.000191629,-8%,-33%,-14%,8%
MI,Houghton,10,20,23,9.5,26.2,34828,10%,3693,"36,628",10,12,23,9.7,30.7,41775,11%,3953,"36,483",0.000627935,0.000630431,0%,0.000273015,0.0002741,0%,10%,17%,20%
AL,Geneva,11,15,10,13.8,35.5,34418,2%,606,"26,790",10,14,10,13.9,34.1,36289,2%,605,"26,688",0.000373274,0.0003747,0%,0.000410601,0.0003747,-9%,0%,-4%,5%
TN,Overton,7,8,11,10.9,32.6,33230,2%,350,"22,083",6,14,11,15.1,33,36316,1%,295,"22,002",0.000498121,0.000499955,0%,0.000316986,0.000272702,-14%,-50%,1%,9%
MI,Isabella,8,35,38,7.8,32.7,35644,8%,5722,"70,311",10,29,38,8.5,30.9,41957,7%,4944,"70,059",0.000540456,0.0005424,0%,0.00011378,0.000142737,25%,-13%,-6%,18%
MN,Anoka,34,106,194,7.6,30.4,65732,38%,127023,"330,844",34,109,201,8,30,73276,34%,113445,"341,581",0.000586379,0.00058844,0%,0.000102767,9.95372E-05,-3%,-11%,-1%,11%
NE,Buffalo,7,29,40,7,29.7,45307,32%,14620,"46,102",10,27,42,6.7,30.1,55813,20%,9059,"48,238",0.000867641,0.000870683,0%,0.000151837,0.000207305,37%,-38%,1%,23%
SD,Buffalo,7,29,40,7,29.7,45307,32%,14620,"46,102",10,27,42,6.7,30.1,55813,20%,9059,"48,238",0.000867641,0.000870683,0%,0.000151837,0.000207305,37%,-38%,1%,23%
WI,Buffalo,7,29,40,7,29.7,45307,32%,14620,"46,102",10,27,42,6.7,30.1,55813,20%,9059,"48,238",0.000867641,0.000870683,0%,0.000151837,0.000207305,37%,-38%,1%,23%
ID,Idaho,6,10,5,9.8,29.7,35715,34%,5584,"16,267",4,9,5,9.5,25.7,41157,34%,5584,"16,221",0.000307371,0.000308242,0%,0.000368845,0.000246594,-33%,0%,-13%,15%
IN,Harrison,4,13,19,10.6,30.1,48775,5%,2153,"39,364",3,13,19,12.8,36,53719,5%,1865,"39,255",0.000482675,0.000484015,0%,0.000101616,7.64234E-05,-25%,0%,20%,10%
IA,Harrison,4,13,19,10.6,30.1,48775,5%,2153,"39,364",3,13,19,12.8,36,53719,5%,1865,"39,255",0.000482675,0.000484015,0%,0.000101616,7.64234E-05,-25%,0%,20%,10%
KY,Harrison,4,13,19,10.6,30.1,48775,5%,2153,"39,364",3,13,19,12.8,36,53719,5%,1865,"39,255",0.000482675,0.000484015,0%,0.000101616,7.64234E-05,-25%,0%,20%,10%
MS,Harrison,4,13,19,10.6,30.1,48775,5%,2153,"39,364",3,13,19,12.8,36,53719,5%,1865,"39,255",0.000482675,0.000484015,0%,0.000101616,7.64234E-05,-25%,0%,20%,10%
MO,Harrison,4,13,19,10.6,30.1,48775,5%,2153,"39,364",3,13,19,12.8,36,53719,5%,1865,"39,255",0.000482675,0.000484015,0%,0.000101616,7.64234E-05,-25%,0%,20%,10%
OH,Harrison,4,13,19,10.6,30.1,48775,5%,2153,"39,364",3,13,19,12.8,36,53719,5%,1865,"39,255",0.000482675,0.000484015,0%,0.000101616,7.64234E-05,-25%,0%,20%,10%
TX,Harrison,4,13,19,10.6,30.1,48775,5%,2153,"39,364",3,13,19,12.8,36,53719,5%,1865,"39,255",0.000482675,0.000484015,0%,0.000101616,7.64234E-05,-25%,0%,20%,10%
WV,Harrison,4,13,19,10.6,30.1,48775,5%,2153,"39,364",3,13,19,12.8,36,53719,5%,1865,"39,255",0.000482675,0.000484015,0%,0.000101616,7.64234E-05,-25%,0%,20%,10%
ME,Penobscot,32,118,93,10.6,31.4,42602,16%,24923,"153,923",27,111,93,10.5,30.3,44647,12%,19152,"153,500",0.000604198,0.000605863,0%,0.000207896,0.000175896,-15%,-25%,-4%,5%
KS,Hodgeman,1,1,1,11.4,33,43338,99%,1902,"1,916",1,1,1,13.7,32,54513,32%,612,"1,911",0.000521921,0.000523286,0%,0.000521921,0.000523286,0%,-68%,-3%,26%
AL,Dallas,9,39,20,16,41.4,26195,18%,7786,"43,820",8,31,19,19,40.8,29682,17%,7640,"41,532",0.000456413,0.000457479,0%,0.000205386,0.000192623,-6%,-6%,-1%,13%
AR,Dallas,9,39,20,16,41.4,26195,18%,7786,"43,820",8,31,19,19,40.8,29682,17%,7640,"41,532",0.000456413,0.000457479,0%,0.000205386,0.000192623,-6%,-6%,-1%,13%
IA,Dallas,9,39,20,16,41.4,26195,18%,7786,"43,820",8,31,19,19,40.8,29682,17%,7640,"41,532",0.000456413,0.000457479,0%,0.000205386,0.000192623,-6%,-6%,-1%,13%
MO,Dallas,9,39,20,16,41.4,26195,18%,7786,"43,820",8,31,19,19,40.8,29682,17%,7640,"41,532",0.000456413,0.000457479,0%,0.000205386,0.000192623,-6%,-6%,-1%,13%
TX,Dallas,9,39,20,16,41.4,26195,18%,7786,"43,820",8,31,19,19,40.8,29682,17%,7640,"41,532",0.000456413,0.000457479,0%,0.000205386,0.000192623,-6%,-6%,-1%,13%
UT,Duchesne,5,11,11,8.7,27.8,53196,28%,5147,"18,607",5,11,12,8,27.6,63149,28%,5147,"20,260",0.000591175,0.0005923,0%,0.000268716,0.000246792,-8%,0%,-1%,19%
OK,Okfuskee,3,4,2,12.7,32.9,31423,22%,2735,"12,191",3,3,2,13.4,31,37289,20%,2436,"12,168",0.000164055,0.000164366,0%,0.000246083,0.000246548,0%,-9%,-6%,19%
KY,Menifee,2,4,1,13.6,35.5,28061,0%,0,"6,306",1,6,1,12.3,33.3,34299,1%,94,"6,295",0.000158579,0.000158856,0%,0.000317158,0.000158856,-50%,1%,-6%,22%
AR,Crawford,8,27,28,8.9,33.3,39672,21%,13071,"61,948",8,26,28,11.4,35.1,46545,17%,10484,"61,840",0.000451992,0.000452781,0%,0.000129141,0.000129366,0%,-19%,5%,17%
GA,Crawford,8,27,28,8.9,33.3,39672,21%,13071,"61,948",8,26,28,11.4,35.1,46545,17%,10484,"61,840",0.000451992,0.000452781,0%,0.000129141,0.000129366,0%,-19%,5%,17%
IL,Crawford,8,27,28,8.9,33.3,39672,21%,13071,"61,948",8,26,28,11.4,35.1,46545,17%,10484,"61,840",0.000451992,0.000452781,0%,0.000129141,0.000129366,0%,-19%,5%,17%
IN,Crawford,8,27,28,8.9,33.3,39672,21%,13071,"61,948",8,26,28,11.4,35.1,46545,17%,10484,"61,840",0.000451992,0.000452781,0%,0.000129141,0.000129366,0%,-19%,5%,17%
IA,Crawford,8,27,28,8.9,33.3,39672,21%,13071,"61,948",8,26,28,11.4,35.1,46545,17%,10484,"61,840",0.000451992,0.000452781,0%,0.000129141,0.000129366,0%,-19%,5%,17%
KS,Crawford,8,27,28,8.9,33.3,39672,21%,13071,"61,948",8,26,28,11.4,35.1,46545,17%,10484,"61,840",0.000451992,0.000452781,0%,0.000129141,0.000129366,0%,-19%,5%,17%
MI,Crawford,8,27,28,8.9,33.3,39672,21%,13071,"61,948",8,26,28,11.4,35.1,46545,17%,10484,"61,840",0.000451992,0.000452781,0%,0.000129141,0.000129366,0%,-19%,5%,17%
MO,Crawford,8,27,28,8.9,33.3,39672,21%,13071,"61,948",8,26,28,11.4,35.1,46545,17%,10484,"61,840",0.000451992,0.000452781,0%,0.000129141,0.000129366,0%,-19%,5%,17%
OH,Crawford,8,27,28,8.9,33.3,39672,21%,13071,"61,948",8,26,28,11.4,35.1,46545,17%,10484,"61,840",0.000451992,0.000452781,0%,0.000129141,0.000129366,0%,-19%,5%,17%
PA,Crawford,8,27,28,8.9,33.3,39672,21%,13071,"61,948",8,26,28,11.4,35.1,46545,17%,10484,"61,840",0.000451992,0.000452781,0%,0.000129141,0.000129366,0%,-19%,5%,17%
WI,Crawford,8,27,28,8.9,33.3,39672,21%,13071,"61,948",8,26,28,11.4,35.1,46545,17%,10484,"61,840",0.000451992,0.000452781,0%,0.000129141,0.000129366,0%,-19%,5%,17%
VA,Rappahannock,3,4,2,10.5,26.4,57499,79%,5825,"7,373",2,5,2,11.7,27.2,62729,75%,5514,"7,361",0.00027126,0.000271702,0%,0.00040689,0.000271702,-33%,-5%,3%,9%
TX,Callahan,2,11,9,10.1,30.6,40614,22%,2992,"13,544",2,11,9,11,28.4,44450,30%,4002,"13,523",0.000664501,0.000665533,0%,0.000147667,0.000147896,0%,36%,-7%,9%
MI,Otsego,5,24,20,10.1,30.6,43601,12%,2960,"24,164",6,22,20,11,33.3,50420,13%,3238,"24,134",0.000827678,0.000828706,0%,0.000206919,0.000248612,20%,8%,9%,16%
NY,Otsego,5,24,20,10.1,30.6,43601,12%,2960,"24,164",6,22,20,11,33.3,50420,13%,3238,"24,134",0.000827678,0.000828706,0%,0.000206919,0.000248612,20%,8%,9%,16%
PA,Huntingdon,8,23,19,10.3,30.7,40947,3%,1332,"45,913",4,21,19,11.5,29.4,44875,2%,931,"45,866",0.000413826,0.00041425,0%,0.000174243,8.72106E-05,-50%,-33%,-4%,10%
NE,Thayer,4,4,1,10.7,29,41488,25%,1315,"5,228",4,6,1,10.2,30.2,48947,17%,908,"5,223",0.000191278,0.000191461,0%,0.000765111,0.000765843,0%,-32%,4%,18%
KS,Harvey,7,12,24,8.9,29,46941,23%,7819,"34,684",8,12,24,10.3,31,55470,15%,5078,"34,670",0.000691962,0.000692241,0%,0.000201822,0.000230747,14%,-35%,7%,18%
MD,Worcester,16,43,83,11,30.6,55492,20%,10321,"51,454",14,43,83,13.6,29.4,53366,21%,10662,"51,438",0.001613091,0.001613593,0%,0.000310957,0.000272172,-12%,5%,-4%,-4%
MA,Worcester,16,43,83,11,30.6,55492,20%,10321,"51,454",14,43,83,13.6,29.4,53366,21%,10662,"51,438",0.001613091,0.001613593,0%,0.000310957,0.000272172,-12%,5%,-4%,-4%
AL,Marshall,19,65,70,12,29.1,38859,14%,12814,"93,019",21,71,71,12.8,33.2,40599,11%,10485,"94,320",0.000752534,0.000752757,0%,0.000204259,0.000222646,9%,-21%,14%,4%
IL,Marshall,19,65,70,12,29.1,38859,14%,12814,"93,019",21,71,71,12.8,33.2,40599,11%,10485,"94,320",0.000752534,0.000752757,0%,0.000204259,0.000222646,9%,-21%,14%,4%
IN,Marshall,19,65,70,12,29.1,38859,14%,12814,"93,019",21,71,71,12.8,33.2,40599,11%,10485,"94,320",0.000752534,0.000752757,0%,0.000204259,0.000222646,9%,-21%,14%,4%
IA,Marshall,19,65,70,12,29.1,38859,14%,12814,"93,019",21,71,71,12.8,33.2,40599,11%,10485,"94,320",0.000752534,0.000752757,0%,0.000204259,0.000222646,9%,-21%,14%,4%
